,london_p_#,similarity_score,zwickau,london
177,167,1.0,de monte moria item mons moria in quo templum domini et palacium regis edificata fuerant aliquantulum erat altior inferiori ciuitate quod patet ex situ templi et atriorum secundum quod nunc omnia sunt complanata et fere demissiora tota ciuitate depositus enim fuit mons templi per romanos et missus in torrentem cedron cum omnibus ruinis templi et atriorum quod hodie palam est uidere area templi quadrata est et habet in longitudine et latitudine plusquam iacere possit arcus templum uero quod nunc edificatus est in ea adheret muro ciuitatis fere quod non fecit uerum et antiquum templum quia 4 atria erant intermedia sed modo non distant a muro torrenti cedron inmminenti per 30 pedes,item mons moria in quo templum domini et palacium regis edificata erant aliquantulum erat altior ciuitate quod patet ex situ templi et atriorum secundum quod iosephus dicit et describuntur singula in hystoriis que loca nunc omnino sunt complanata et fere dimissiora tota ciuitate depositus enim fuit mons templi per romanos et missus in torrentem cedron cum omnibus ruinis templi et atriorum quod hodie palam est uidere area uero templi quadrata est habens in longitudine et latitudine plusquam iacere possit arcus templum uero quod nunc in ea edificatum est adheret muro ciuitatis fere quod non fecit uerum et antiquum templum quia quatuor atria erant intermedia sed modo non distat a muro torrenti cedron imminenti nisi forte 30 pedibus
178,168,1.0,porta uallis non loge ab area templi contra aquilonem minus quam est iactus lapidis est porta que dicebatur porta uallis quia per eam descendebatur et adhuc descenditur in uallem iosaphat dicebatur etiam porta gregis quia per eam greges immolandi in templo adducebantur huic adheret turris ananeel in parte aquilonali que etiam nebulosa siue turris afel dicitur huius adhuc manent uestigia,non longe ab area templi contra aquilonem scilicet minus quam iactus sit lapidis est porta uallis quia per eam descendebatur in uallem iosaphat dicebatur etiam porta gregis quia per eam introducebantur greges immolandi in templo huic adherebat turris quam quidam putabant turrim nebulosam uel anancelis sed erat turris phaselus cuius adhuc apparent uestigia
179,169,0.9999999999999999,de piscina probatica intrantibus ante portam uallis ad sinistram iuxta aream templi in latere eius aquilonali occurrit piscina probatica in qua nathynnei lauabant hostias et sic eas sacerdotibus presentabant et hec adhuc 5 porticos habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum,intrantibus autem portam uallis siue gregis statim ad sinistram iuxta aream templi occurrit piscina probatica in qua nazarei lauabant hostias et sic eas sacerdotibus presentabant in templo offerendas hec adhuc ubi porticus habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum
180,170,1.0,de piscina interiori ad dextram uero uie per predictam portam intrantibus in ecclesiam sancte anne ostenditur alia piscina grandis que dicebatur piscina interior quam fecit ezech[iel] hoc modo obturauit superiorem fontem aquarum gyon et auertit aquas eius similiter ad occidentem turris dauid per uallem paulo ante dictam incidens ferro petram sicud dicitur ecc et inducens aquam per medium ciuitatis in piscinam istam ut in obsidione aquam haberet populus ad bibendum et eas non posset assirii prohibere,ad dextram uero uie predictam portam intrantibus in ecclesia sancte anne ostenditur alia piscina grandis que dicebatur piscina interior quam fecit ezechias hoc modo obcurauit superiorem fontem aquarum gyon et auertit aquas eius subter ad occidentem urbis dauid per uallem paulo ante dictum incidens ferre petram sicut dicitur ecc et inducens aquas per medium ciuitatis in piscinam istam ut in obsidione haberet aquam populus ad bibendum et eos non possent assyrii prophentii prohibere
181,171,0.9999999999999999,de piscina superiori fontem uero aquarum gyon inferiorem qui non longe distat ab agro fullonis duxit in piscinam superiorem que est iuxta natatoria syloe hanc achas inceperat sed non perfecit de secundo tamen hoc est inferiori fonte aquarum gyon intellige dictum illud ysaie egredere ad dextram aqueductus piscine superioris est enim superior respectu piscine siue natatoria syloe que sub ipso sita est recipiens ab ea et a fonte syloe aquam,fontem uero aquarum gyon inferiorem qui non longe distabat ab agro fullonis duxit in superiorem que est supra natatoriam syloe hoc achar inceperat sed non perfecerat de hac piscina et de hoc fonte et eius situ dictum est illud ys egredere ad extremum aqueductus piscine superioris in uia agri fullonis est enim ista piscina et dicitur superior respectu natatorie syloe quia ipsa natatoria syloe de ista piscina et de fonte syloe recipit aquam tamquam inferior
182,172,0.9999999999999999,nota quod plures erant piscine in ierusalem una que erat prima et precipua piscina probatica 5 porticos habens hanc fecit salomon de ea dictum est supra alia erat iuxta illam contra aquilonem in ecclesia sancte anne hodie existens que dicebatur interior hanc fecit ezech[iel] sicud dictum est ante item tercia erat natatoria syloe et erat in ualle iosaphat in pede montis syon sub regia salomonis contra acheldemach et habebat aquam per aqueductum fontis syloe quarta dicebatur superior et erat iuxta natatoriam syloem super eam tamen parum ad occidentem et habebat aqueductum de fonte inferiori aquarum gyon has duas fecit ezech[iel] pro communi utilitate ciuitatis et si aliquando inuenias quod illa piscina fuerit in ciuitate non est uerum scio enim quod super onus uallis uisionis uerum uelle quedam glossa quod superior piscina de qua hic dictum est fuerit in ciuitate et habuerit aquam de fonte syloe quod omnino stare non potest cum fons syloe sit intra ciuitatem in ualle iosaphat et mons ciuitatis altus desuper alcius amplius quam 150 cubitis uerum tamen est quod habebat aquam nam de syloe et de fonte gyon inferiori quia erat inferior ipsis fontibus sub agro fullonis et sub monte syon constituta non in ciuitate ut dicit glossa et de ea per aqueductum descendebant aque in natatoriam syloe que sub ipsa erat non longe ut dictum est alias piscinas fuisse in ierusalem non legi nisi aliquis forte mare eneum quod erat in facie templi uelit inter piscinas computare pro eo quod in ipso se lauabant sacerdotes in templo ministrantes,et nota de diuersitate istarum piscinarum et nominibus earum prima et precipua piscina in ierusalem erat piscina probatica 5 porticus habens hanc fecit saleron pro ministerio templi de hac dictum est supra secunda fuit iuxta illam contra aquilonem in ecclesia sancte anne et dicebatur interior hanc fecit ezechias de hac dictum est paulo ante tertia erat natatoria syloe et erat sub monte oliueti et monte syon prope acheldemach et habebat aquam de fonte syloe hanc etiam fecit ezechias quarta erat superior piscina de qua dictum est hanc similiter perfecit ezechias et si alicubi inuenias quod ista quarta piscina fuerit in ciuitate non est uerum immo omnino impossibile scio quod super onus uallis uisionis dicitur et legitur quod ista piscina superior fuerit in ciuitate et habuerit aquam de fonte syloe quod nullo modo esse potest cum ciuitas altior sit fonte syloe plusquam 400 cubitis et aqua non possit per tantam altitudinem duci sursum uerum tamen est quod habebat aquam de ipso fonte syloe et de fonte inferiore aquarum gyon quia extra ciuitatem sub ipsis fontibus non longe erat a natatoria syloe alias piscinas non legi nec uidi in ierusalem esse uel fuisse antiquitus nisi forte aliquis uelit mare eneum quod in facie templi erat inter piscinas computare berkilia tamen quedam et propter balnea facta sunt modernis diebus in ciuitate non longe a domo patriarche et hospitalis sancti iohannis de quibus non fit mentio in scriptura
183,173,1.0,uallis iosaphat uallis autem iosaphat ab oriente cingit ciuitatem sub monte oliueti descendens que licet adhuc sit satis profunda multum tamen est inpleta romani enim ut dicit iosephus ab ea parte impungnantes ciuitatem incisis oliuis et arboribus et aggeres inde facientes eam impleuerunt preterea insuper capta ciuitate ruinas atriorum et templi complanato simul monte moria ut de cetero in tantum locus muniri non posset helyus adrianus fecit omnia in torrentem cedron proici et ciuitatem salem aspergi hec omnia ibidem existenti ad oculum probari possunt,uallis etiam iosaphat cingebat ciuitatem ex parte orientis sub monte oliueti descendens que licet adhuc sit satis profunda multum tamen est inpleta romani enim ut dicit iosephus ab ea parte ciuitatem oppugnantes incisis oliuis et arboribus aliis et aggeres inde facientes eam impleuerunt postea insuper capta ciuitate ruinas atriorum et templi conplanato monte moria ut de cetero locus in tantum muniri non posset helius adrianus fecit omnia proici in torrentem cedron et ciuitatem aspergi sale hec omnia illic existenti ad oculum patent
184,174,1.0,sepulcrum beate uirginis sepulcrum enim beate uirginis quod absque dubio in ualle iosaphat erat non quidem in yma eius profunditate sed in pede montis olyueti aliquantulum super uallem et in superficie terre nunc est longe sub terra ad eo quod etiam ecclesia ipsa cum sit multum alta et testitudinata sicut optime decet uirginem gloriosam tota sit sub terra et replecionibus huiusmodi omnino cooperta et uallis desuper plana est autem ibidem in superficie terre quoddam edificium in modum capelle modice edificatum quod cum intraueris descendes per gradus plurimos in ecclesiam ipsam sub terra ad sepulcrum et credo quod sunt fere 40 pedes est autem sepulcrum beate uirginis in medio ecclesie eiusdem contra altare marmore et mirifice decoratum ecclesia tamen multum est humida quia torrens cedron est sub ipsa et quando fuerit aliquando inundatio pluuiarum ipse torrens qui adhuc in antiquo suo meatu sub replecionibus uallis sub terra currit erunpens replet eam in tantum quod sepe per superius capellule ostium exit aqua,sepulchrum enim uirginis gloriose quod est in ualle iosaphat non quidem in ima eius profunditate sed in pede montis oliueti parum tamen supra uallem et in superficie terre erat tempore habitationis ierusalem ante subuersionem nunc est longe sub terra adeo quod ecclesia ipsa cum sit multum alta et testudinata sicut optime decet uirginem gloriosam tota nunc sit sub terra et repletionibus huiusmodi omnino cooperta et uallis desuper tota plana et uia sit super ipsam ecclesiam ad eundum est tamen ibidem in superficie terre quoddam edificium in modum capellule factum quod cum intraueris descendes per gradus plurimos sub terram in ecclesiam ipsam ad sepulchrum uirginis gloriose et credo quod sunt gradus sexaginta est autem sepulchrum in medio chori contra altare marmoreum et magnifice decoratum et ego fui in ipso ecclesia tamen multum humida est interius quia torrens cedron est sub ipsa repletionibus supradictis omnino coopertus et quando fuerit inundatio pluuiarum ipse torrens qui adhuc in antiquo suo meatu sub repletionibus ipsis currit erumpens replet ecclesiam in tantum quod sepe per hostium capellule superius posite per omnes gradus exuberans exit aqua
185,176,1.0,gethsemani iuxta capellam siue edificium quod intrasti contra orientem 50 pedes est hostium alterius ecclesie que uocatur gethsemani ubi erat ortus in quem intrauit dominus cum discipulis in latere similiter montis oliueti adherens cuidam rupi concaue de monte dependenti sub qua rupe discipuli sedebant quando dixit eis dominus uigilate et orate et cetera et ostenditur eorundem ibi in lapide sessiones ibidem etiam ostenditur locus in quo captus fuit dominus et impressio caluarie eius superius in rupe dependente et concaua et lineamenta uerticis et capitis eius et in lapide alio inpressio digitorum eius quam inpressionem dicitur fecisse lapidem apprehendendo cum teneretur a ministris et nota quod de ipso lapide nec puluis ut ita dicam ullo malleo uel instrumento deponi potest et tamen ita plane in eo apparet inpressio digitorum dulcis ihesu ac si de pasca fuisse lapis ille,non longe ab ostio huius capellule que ducit in ecclesiam beate uirginis contra orientem uidelicet 50 pedibus ut ego mensuraui est ostium alterius ecclesie que uocatur gethsemani ubi erat ortus quem intrauit dominus cum discipulis suis in latere montis oliueti adherens cuidam rupi concaue de monte dependenti sub qua rupe discipuli sedebant quando dixit eis dominus sedete hic donec uadam illuc et orem et ostenditur adhuc ibidem locus sessionis eorum ibidem etiam ostenditur locus in quo tentus fuit a turbis iuda eum osculo tradente et uidetur impressio caluarie eius superius in rupe dependente et liniamenta uerticis et capillorum eius et in lapide alio impressio digitorum eius quam impressionem dicitur fecisse rupem apprehendendo cum a turbis teneretur et nota quod de ipso lapide nec puluis ut ita dicam deponi potest cum tamen multum laborauerim ferreis instrumentis ut inde mecum aliquid deportarem et tamen ita plane in eo uidentur impressiones predicte ac si de pasca etc rupes ipsa
186,177,1.0,inde quantum iactus est lapidis contra austrum auulsus ab eis orauit et factus est sudor eius sicut gucte sang[uin]is et cetera ubi etiam similis lapis est siliens habens impressiones manuum et digitorum et geminum eius de quo similiter nichil potest omnino deponi,de gethsemani quantum iactus est lapidis contra austrum est locus ubi auulsus ab eis orauit et factus est sudor eius sicut gutte sanguinis decurrentis in terram ubi etiam similis lapis est similes impressiones habens genuum et manuum eius de quo similiter nichil deponi potest
187,178,1.0,uia iordanis inter hunc locum et gethsemani ante ecclesiam beate uirginis ascendit uia que de ierusalem ducit in montem oliueti et in bethaniam et inde ad iordanem,inter hunc locum et gethsemani ante ecclesiam beate uirginis transit uia qua ascenditur in montem oliueti et inde in bethaniam et ad iordanem
188,179,1.0,piramis iosaphat de isto loco plusquam iactus sit lapidis contra austrum in ualle iosaphat et in pede montis oliueti in ipso fundo uallis ostenditur monumentum iosaphat regis iuda habens pyramidem ualde pulcram,de loco orationis domini ihesu plusquam iactus sit lapidis contra austrum in oppositio templi et in pede montis oliueti in ualle iosaphat ostenditur hodie monumentum iosaphat regis iuda habens superpositam pyramidem ualde pulchram
189,180,1.0,fons syloe inde contra locum istum directe ultra uallem in pede montis syon sub regia salomonis est fons syloe de quo per aqueductum fluunt aque in piscinam superiorem et natatoriam syloe que ambe in pede montis sunt site,sub monte syon contra regiam salomonis in occidentali latere uallis iosaphat est fons syloe de quo per aqueductum fluit aqua in piscinam superiorem et in natatoriam syloe quando fons idem habundat aquis non enim fluit iugiter sed interpolite ambe autem iste piscine sunt in pede montis syon inter ipsum et acheldemach qui est ad austrum earum site
190,181,1.0,accedit insuper ad easdem piscinas fons gyon inferior situs in pede montis gyon contra agrum acheldemach iuxta locum ubi stetit rapsaces quando domino exprobauit et ezechieli et sedenti populo super murum idem etiam est aqueductus ubi ysaias occurrit achas ad preceptum domini,accedit insuper ad has piscinas etiam aqua de fonte gyon inferiore qui oritur sub agro fullonis iuxta locum ubi stetit rapsates quando exprobrauit domino audiente populo super murum
191,182,1.0,acheldemach iuxta piscinas istas ad iactum lapidis contra austrum ultra uallem est ager acheldemach ubi sepultura est peregrinorum emptus argenteis 30 quibus iudas uendidit christum,iuxta piscinas istas ad iactum lapidis ultra uallem in parte eius australi est ager acheldemach ubi est sepultura peregrinorum emptus 30 argenteis quibus iudas uendidit saluatorem multa sunt in agro isto monumenta preciosa
192,183,1.0,torrens cedron infra piscinas illas et acheldemach contra orientem est torrens cedron qui colligitur de partibus superioribus ciuitatis uersus aquilonem iuxta rama et anacoth et sepulcrum helene regine iabenorum et longe sub supulcro beate uirginis auditur eius strepitus sub terra descendentis ad locum istum et inde sub monte offensionis in uallem tophet siue filii ennon in qua ualle est lapis zoelet et fons rogel ubi adonyas immolauit uictimas uolens regnare et est sepulcrum ysa ibidem qui serra fuit sectus iuxta piscinam syloe qui locus uix distat quantum bis iacere potest arcus et sunt ista loca amenissima et orti et uiridaria que de torrente cedron irrigantur et de piscinis supradictis,infra piscinas istas et agrum acheldemach contra orientem descendit torrens cedron collectis insimul omnibus aquis quas secum trahit de partibus superioribus scilicet de rama et anachot et sepulchro helene iabenorum et longe sub sepulchro beate uirginis auditur strepitus eius sub terra descendentis ad locum istum iunguntur ei insuper aque exeuntes de piscins istis et sic omnes descendunt in uallem gehennom que dicitur etiam locus tophet in qua ualle est lapis zoeleth et fons rogel ubi adonias fecit conuiuium uolens regnare ibidem etiam sepultus fuit ysayas propheta qui iuxta fontem syloe serra fuit sectus qui locus distat ab isto plusquam iacere possit arcus et sunt loca ista amenissima et orti et uiridaria et omnino deliciis plena et torrens cedron rigat loca ista super hunc locum est mons offensionis et lucus fuit in ualle ista et traiciebant filios suos per ignem et colebant ydola in loco isto hec de hiis que sunt circa ciuitatem dicta sufficient
193,184,1.0,mult<a>e ecclesie et loca sancta sunt in ierusalem et tot loca deuocionem excitantia quod dies non sufficit ad peragrandum singula,nunc iam ad eam interius accedamus nota igitur quod loca multa sancta sunt in ciuitate ista et tot loca deuotionem excitantia quod dies non sufficit ad peragrandum singula
194,185,1.0,ecclesia sancti sepulcri ecclesia sancti sepulcri rotunda est et habet per dyametrum inter columpnas 72 pedes preter absides que habent in latitudine 30 pedes ecclesia sancti sepulchri habet intra muros per gyrum 600 et 74 pedes ut ego per memetipsum mensuraui per dyametrum uero 73 pedes supra sepulcrum domini est apertura rotunda ita ut tota cripta sancti sepulcri sit sub diuo golgata ecclesia huic adheret et est oblonga loco chori ecclesie sancti sepulcri adiuncta sed parum dimissior sunt tamen ambe sub uno tecto,ecclesia tamen sancti sepulchri tenet inter omnia hec principatum ecclesia ista rotunda est et habet per dyametrum inter columpnas 72 pedes preter absides que habent per circuitum a muro exteriori ecclesie 30 pedes super sepulchrum domini quod est in medio eiusdem ecclesie est apertura rotunda ita ut tota cripta sancti sepulchri sit sub diuo golgothana ecclesia adheret isti et est oblongo loco chori ecclesie sancti sepulchri adiuncta sed parum dimissior sed tamen ambe sub uno tecto
195,186,1.0,sepulcrum domini spelunca in qua sepulcrum est habet in longitudine et latitudine 8 pedes exterius undique marmore<e> tecta sed interius est rupes nuda sicud fuit tempore sepulture hostium ad hanc speluncam intrat ab oriente demissum ualde et paruuum,spelunca in qua est sepulchrum domini habet in longitudine 8 pedes et in latitudine similiter 8 pedes exterius undique tecta marmore sed interius est rupes nuda sicut fuit tempore sepulture hostium ad hanc speluncam intrat ab oriente dimissum ualde et paruum
196,187,1.0,tumba uero sancti sepulcri est ad dexteram intrantis iuxta parietem ad septentrionalem de marmore grisei coloris alta a superificie pauimenti 3 palmis longa 8 pedum et ab omni parte clausa 9 lampades pendunt de super quia aliud lumen non potest habere intus quia nulla fenestra est in cripta alia spelunca est ante speluncam sancti sepulcri eiusdem longitudinis et latitudinis et dispositionis intus et extra et uidentur ille spelunce exterius esse una sed cum intraueris uidebis ab inuicem per parietem separatas intratur autem primo illa et de illa in aliam in qua est sepulcrum domini in istam anteriorem intrauerunt mulieres quando dicebant quis reuoluet nobis lap[idem] ab ostio monumenti et ille lapis erat aduolutus hostio spelunce interioris et stat hodie magna pars eius in medio spelunce ante hostium cui fuerat aduolutus alia uero medietas translata est in monte syon pro lapide altari superponendo quem uidi etiam ibi,tumba uero sancti sepulchri est ad dextram intrantis iuxta parietem ad septentrionem de marmore grisei coloris alta a superficie pauimenti 3 palmis longa 8 pedum sicut est interius ipsa cripta siue spelunca et ex omni parte clausa nec lumen potest haberi intus ab extrinseco quia nulla fenestra est mittens lumen intus sed pendent ix lampades super sepulchrum domini ministrantes lumen intus alia etiam spelunca est ante speluncam istam sancti sepulchri eiusdem longitudinis et latitudinis et dispositionis intus et extra et uidentur iste due extra existenti esse una sed cum intraueris uidebis eas ab inuicem per medium parietem separatas intratur autem primo ista et deinde alia in qua est sepulchrum in istam exteriorem intrauerunt mulieres quando dicebant quis reuoluet nobis lapidem et c et iste lapis erat aduolutus hostio spelunce exterioris et iacet hodie magna pars eius ante ostium spelunce <exti> interioris cui fuerat aduolutus in medio istius alia uero pars eius translata est in montem syon pro lapide superponendo altari quem etiam ibidem uidi
197,188,0.9999999999999999,caluaria golgata ubi dominus crucifixus est distat ab isto per 30 et 100 pedes et ascenditur ad locum ubi crux rupi fuit infixa et ubi sanguis christi adhuc apparet in ipsa rupe et superficie pauimenti ecclesie per 34 pedes scissio petre eiusdem ita est capax quod in se bene recipit faciem hominis et descendit longitudo eius de loco infixionis crucis usque ad pauimentum ecclesie inferius per 38 pedes et sanguis christi apparet adhuc in ipsa scissione petre quia scissio ipsa erat sub ipsa manu sinistra de golgatha etiam nota quod est ibidem altare edificatus ad manum sinistram crucis de marmore satis decens et est pauimentum capelle totum stratum marmore locus uero fixionis crucis quedam fossa est bene ita capax ut caput hominis bene capiat profundata in petra 2 palmis,mons caluarie in quo dominus crucifixus est distat a loco sepulchri per 128 pedes et ascenditur ad locum ubi crux infixa fuit rupi per 28 pedes a superficie pauimenti ecclesie scissio petre eiusdem in qua crux fuit fixa tante capacitatis est ut caput hominis recipiat nam ego in ea imposui caput meum et descendit longitudo eius de loco fixionis crucis usque ad pauimentum ecclesie inferius per 28 pedes et color sanguinis domini ihesu christi apparet hodie in ipsa scissione petre et scissio ipsa erat sub manu eius sinistra altare etiam edificatum est iuxta eundem locum manus sinistre ualde decens et pulchrum de marmore ego dixi missam de passione et legi passionem secundum iohannem in missa in loco ipso passionis christi pauimentum huius capelle staratum est marmore totum et parietes marmore sunt tecti et opere musiuo decorati de auro purissimo locus uero in quo crux fuit fixa est fossa profunda 2 palmis et ita capax quod in ea imposui caput meum
198,189,1.0,columpna domini [i]tem de golgata contra orientem 10 pedibus est altare quoddam sub quo est pars columpne ad quam dominus fuit flagellatus illuc translata de domo pylati alia pars creditur esse in constantinopoli,de caluaria contra orientem 10 pedibus est altare quoddam sub quo est pars columpne ad quam fuit dominus flagellatus illuc translata de domo pylati et sub lapide altaris erecta ita ut a fidelibus possit tangi et uideri et osculari est autem de lapide porphiricico sub nigro habens maculas quasdam rubeas naturaliter quas credit uulgus tincturas esse sanguinis ihesu christi alia pars columpne dicitur translata esse in constantinopolim
199,190,1.0,inuencio crucis a loco isto ad 10 pedes contra orientem descenditur 48 gradibus ad locum ubi ab helena crux fuit inuenta et est capella longe infra terram,de altari columpne huius contra orientem ad 12 pedes descenditur per gradus 48 usque ad locum ubi ab helena fuit crux inuenta et est capella ibi et duo altaria longe infra terram iste locus in quo crux fuit de fossa uidetur mihi fuisse unum de fossatis ciuitatis in quod cruces depositis corporibus misse fuerit et desuper sordes ciuitatis comportate donec per helenam loco mundato crux est inuenta prope ciuitatem enim erat locus passionis et ortus in loco illo
200,191,1.0,locus beate uirginis locus uero ubi stetit beata uirgo cum aliis mulieribus iuxta crucem non fuit sub ipso brachio crucis ad aquilonem sicut quidam dicunt sed contra faciem filii fere ad occidentem aliqualiter tamen declinans ad austrum monstratur enim hodie locus stacionis eius contra faciem filii pendentis in cruce sub monte et rupe in qua fixa fuit crux et uenerationi habetur a fidelibus quem etiam locum pluries uidi ipse etiam christus in cruce pendens faciem contra occidentem uertit non contra orientem ut quidam uolunt quod patet ex eo quod uorago illa magna de qua dictum est supra erat retro crucem que fuit ab occidente pro fossato ciuitatis et in ipsa proiecta fuit crux et occultata usque ad tempora helene regine qui locus non distat a golgata nisi 30 pedibus ut egomet mensuraui,locus uero ubi stetit beata uirgo cum mulieribus aliis iuxta crucem non fuit sub ipso brachio crucis ad aquilonem sicut uolunt quidam sed ante faciem filii fere ad occidentem monstratur enim locus stationis eius hodie contra faciem filii pendentis in cruce sub monte et rupe in qua crux fuit fixa et uenerationi habetur a fidelibus quem etiam locum pluries uidi ipse etiam christus in cruce pendens faciem uertit contra occidentem non contra orientem ut uolunt quidam quod patet ex eo quod uorago illa magna de qua dictum est supra que fuit ab occidente pro fossato ciuitatis erat retro crucem et in ipsam fuit crux proiecta et postmodum inuenta ut dictum est paulo ante multa altaria sunt in ecclesia ista et decenter posita et ornata
201,192,0.9999999999999999,situs ierusalem ierusalem sita est in loco multum eminenti et de ea uidetur tota arabia terra moab et amon montesque phegor phasga nebo et abarim ultra iordanem usque ad petram deserti nec uidi ciuitatem uel locum alium qui pulcriorem haberet prospectum ad ipsam insuper ascenditur ab omni parte quia sita est in loco eleuatiori qui est in terra illa preter sylo que distat ab ipsa per 3 leucas que est altior omnibus locis terre sancte sita ab ierusalem inter occidentem et aquilonem et est de gabaa saulis ad 1 leucam de rama similiter,ante ostium occidentale huius ecclesie foris est locus ubi maria egiptiata orans ante ymaginem beate uirginis cum diuinitus remota fuisset uolens intrare templum consolationem per responsum beate uirgins recepit ambitus ecclesie sancti sepulchri intra muros habet 668 pedes ut ego per memet ipsum mensuraui per dyametrum uero habet 74 pedes inde procedendo contra turrim dauid et montem syon est locus ubi ab herode agrippa fuit lacobus apostolus decollatus deinde ascendendo in montem syon reperies domum cayphe in qua iudei christo illuserunt et locum in quo ipsum recluserunt usque mane qui locus carcer domini appellatur inde quantum iactus est lapidis contra austrum est locus ubi beatam uirgo migrauit et habitauit quamdiu uixit post filii ascensionem huic loco prope est cenaculum grande in quo dominus cenauit cum discipulis suis pedes eorum lauit corpus suum et sanguinem tradidit post resurrectionem aperuit pluries mathias sorte electus est spiritus sactus datus est et multa gloriosa opera sunt impleta huic loco fere ab aquilone adherent sepulchra regum iuda sicut dauid salomonis et aliorum partim in ipsa ecclesia montis syon constituta et nota quod ciuitas ierusalem sita est in loco multum eminenti et de ea uidetur tota arabia et mons abarim et nebo et pascha planicies iordanis et iericho et mare mortuum usque ad petram deserti nec uidi ciuitatem nec locum qui pulchriorem haberet prospectum ad ipsam etiam ascenditur ab omni parte quia sita est in loco altiori qui est in terra illa preterquam sita que distat ab ea per 2 leucas
202,129,1.0,inde ad 1 leucam ad dexteram iuxta uiam euntibus ierusalem est bethoron superior quo iosue fuerat persecutus 5 reges,de sychem 4 leucis contra austrum iuxta uiam euntibus iherusalem ad dextram est lepna casale pulchrum ualde est tamen alia ciuitas in tribu iuda lepna dicta sed ista fuit effraym
203,211,1.0,item de ierusalem 3 leucis contra occidentem parum amplius est emaus nunc nycopolis dicta ubi dominus 2 discipulis cognitus est in fractione panis,de iherusalem 4 leucis contra occidentem est emaus castellum ubi dominus ambulans cum duobus discipulis in specie peregrini agnitus est in fractione panis hec hodie nicopolis dicitur
204,212,1.0,item de ierusalem 3 leucis sub monte sylo a parte occidentis est betheron inferior de illa similiter fit mencio in libro mach[abeorum] et iosue et erat in tribus beniamyn,de ierusalem 3 leucis sub monte sylo contra occidentem est betheron inferior de quo fit mentio in libro iosue et mach 1 et est in tribu beniamin
205,210,1.0,inde per 1 leucam est gabaon ciuitas magna cuius incole miserunt ad iosue in castra galgale et fecerunt callide cum eo fedus pro qua etiam liberanda iosue pugnauit contra 5 reges,de ista ad 1 leucam paruam est gabaon ciuitas de tribu beniamin sita in eodem monte unde et ibi dicitur fuisse excelsum maximum istius ciuitatis incole miserunt ad iosue nuncios in galgala fraudulenter facientes cum eo pacem et fedus quasi essent in remotis partibus constituti
206,214,1.0,inde 2 leucis contra occidentem est lachis que erat de filiabus gabaon cuius regem ioser interfecit quando etiam obsedit sennacherip rex assiriorum tempore ezech[ielis],de cariathiarim 2 leucis contra occidentem fere est lachis similiter 1 de urbibus gabaonitarum cuius sit mentio 4 regum quam obsedit sennacherib tempore ezecyie ista fuit de tribu beniamin
207,213,1.0,inde 2 leucis inter occidentem et austrum est cariachiarim que dicitur urbs siluarum que fuit una similiter de urbibus gabaonitarum ubi etiam quieuit archa domini 30 annis,de ierusalem 4 leucis et dimidia contra occidentem euntibus dyospolim siue liddam cariathiarim que fuit una de urbibus gabaonitarum in hac 20 annis mansit archa domini postquam de philistiim est reducta
208,213,1.0,de kariacharim 3 leucis et dimidia est bethsanies opidum iude ubi reducta fuit archa domini de acharon illi uero miserunt eam in kariathiarim ubi ut dictum est mansit 30 annis,de ierusalem 4 leucis et dimidia contra occidentem euntibus dyospolim siue liddam cariathiarim que fuit una de urbibus gabaonitarum in hac 20 annis mansit archa domini postquam de philistiim est reducta
209,216,1.0,de ierusalem usque ramathasophin sunt 10 leuce de ista fuit samuel oriundus dicta etiam fuit arymathia et fuit de ea ioseph nobilis decurio qui a pylato peciit corpus ihesu nunc communiter dicitur ramula,de ierusalem 10 leucis contra occidentem est ramatha sophim que partim de tribu beniamin partim de tribu effraym erat sita tamen in monte effraym planicies enim illa sic appellatur licet mons non sit sed campus planus dicta fuit etiam arimathia de qua fuit ioseph nobilis decurio qui sepeliuit ihesum christum samuel propheta de ea fuit oriundus et in ea sepultus hodie dicitur ramula
210,217,0.9999999999999999,inde 3 leucis distat ioppe contra occidentem ubi ionas intrauit nauem uolens fugere in tharsis a facie domini ibi est hodie hospitium petri ecclesia iuxta mare sub rupibus sunt adhuc ibi stopuli ad quos secundum fabulas dicitur andromade fuisse religata a marina belua deuoranda quam perseus liberauit,de ramula tribus leucis contra occidentem est ioppe ciuitas ubi lonas intrauit nauem uolens fugere a facie domini in tharsis hoc est ad insulas maris in ea est hodie hospicium petri ecclesia facta sub rupibus iuxta mare sunt etiam ibi scopuli ad quos secundum fabulas dicitur andromeda filia cephei relegata deuoranda a belua marina sed a rege perseo liberata sub ea est iamnia portus alius iude ad 2 leucas contra austrum fere quem portum cepit iudas machabeus et succendit ita ut ignis in ierusalem uideretur
