,zwickau_s_#,similarity_score,london,zwickau
568,513,0.3280588066060368,excrescit autem mare illud interdum de resolutione niuium de lybano et aliis montanis de inundatione iordanis et torrentis iaboth et armon et zareth et de pluuiis cadentibus in galilea monte galaad terra moab et amon et seyr de quibus omnibus aque descendunt per iordanem ad mare istud,excrescit autem mare de aquis iordanis et pluuiis et niuibus cadentibus in terra moab et amon monte seyr terra iuda et torrente arnon et carich qui illuc influunt
569,755,0.1052208949432705,inuenitur et in eo bitumen collectum de fundo ipsius quod uento agitante adheret sibi mutuo et appulsum litoribus colligitur in magna quantitate et est medicinale et forte et non soluitur nisi menstruo sanguine,de cuius fructu et ligno tuli in magna quantitate et habet folia maiora quam lentiscus sed fructus omnino sicut quercus
570,488,0.12441978328882664,et appellatur gluten iudaicum unde et lacus idem lacus aspalti id est bituminis appellatur,mare mortuum de iericho 3 leucis duobus de capella sancti iohannis baptiste est mare mortuum quod etiam aspalti dicitur uel mare salis siue solitudinis siue lacus salmarum
571,748,0.17067604001388692,dicitur enim gen,dicitur enim quod semper post annum fossa miraculose repleatur sed oblitus fui querere ueritatem
572,417,0.11722894939609384,17 quod uallis siluestris que nunc est mare salis habebat puteos multos bituminis et hodie sunt plures in litore eius et est semper pyramis erecta iuxta quelibet puteum quas oculis meis uidi,pulcra ualde que nunc est maumeria
573,172,0.2149843078072371,et hec de isto mari dicta sufficiant,et licet multum ultra processerim uersus gurgiam que olim capadocia dicebatur et armeniam et syciliam tamen de terris illis nichil scribo quia tota mea intencio uersatur circa descriptionem terre sancte et hec de hiis locis dicta sufficiant
574,499,0.706584945150181,iosephus dicit quod mare mortuum habet in longitudine 586 stadia quod potius credo esse uerum quia fere sunt 15 diete ab illo usque ad mare rubrum,de longitudine et latitudine maris iosephus dicit quod mare istud mortuum habet in longitudine 586 stadia quod credo esse uerum quia uix sunt 5 diete ab illo usque ad mare rubrum
575,500,0.548782005224808,creditur tamen a quibusdam continuari cum mari rubro per aquas illas que in exodo aque marach dicuntur et idem dixit mihi patriarcha lerusalemitanus grecus qui sepe in partibus illis fuit,dicunt etiam quidam illud continuari cum mari rubro per aquas illas que in exodo dicuntur aque marach et hoc mihi dixit patriarcha iesorolimitanus grecus qui sepe locum illum uidit
576,501,1.0000000000000004,in latitudine uero habet 150 stadia,in latitudine uero habet 150 stadia
577,514,0.7616232061182139,de galgale loco de quo dictum est supra 3 leucis de fonte helisei tantundem contra aquilonem in montanis a latere septentrionali quarentonem est hay ciuitas quam expugnauit iosue rege eius interfecto ut dicitur iosue 6,de galgalis 3 leucis de fonte helisei tantumdem contra aquilonem in montanis a latere septentrionali quarentene est hay ciuitas quam expugnauit iosue rege eius interfecto
578,515,0.5074426511232014,de hay ad 1 leucam fere contra aquilonem sed aliquantulum declinando ad occidentem est bethel ciuitas que quondam luza dicebatur in tribu beniamin ubi iacob uadens contra orientem quando fugit a facie esau fratris sui lapidem capiti subponens dormiuit et uidit scalam stantem super terram et cacumen eius tangens celos et cetera que dicuntur ibi et erexit lapidem in titulum et appellauit nomen loci bethel,bethel siue lusa inde 1 leuca fere contra aquilonem declinando ad occidentem bethel ciuitas quondam luza dicta in tribu beniamin ubi iacob lapidem capiti supponens super nudam terram dormiuit et uidit scalam super terram et tangentem celos
579,516,0.457458647894497,errant autem qui hoc ierosolimis dicunt esse factum quia illo tempore ierusalem regnauit melchisedech et erat ciuitas gloriosa nec fuit necesse quod iacob ibi in campo dormiret maxime in monte moria qui tunc fuit et est hodie intra ciuitatem,errant autem aliqui hoc factum ierosolimis esse dicunt quia illo tempore ierusalem fuit ciuitas gloriosa et melchisedech iam pridem ibi regnauerat
580,517,0.39518515096674534,preterea huius facti indicia hodie in isto bethel demonstratur et lapis erectus in tytulum et sepulchrum delbora nutricis rebecce subtus in ualle,preterea huius facti indicia adhoc in illo bethel demonstrantur et lapis quem in titulum iacob erexit
581,518,0.5764399210723185,dicunt tamen quidam ierusalem bethel dictam uersibus illis fatue inherentes solima luza bethel ierosolima iebus helya urbs sacra ierusalem dicitur atque salem,dicunt tamen quidam ierusalem bethel appellatam illi uersui fatue inherentes solima luza bethel et cetera
582,519,0.5741324420839748,a quibus libenter discerem in quo loco ueteris uel noui testamenti testimonium habeant ierusalem luzam uel bethel dictam nisi forte templum uelint bethel id est domum dei appellare,a quibus libenter uellem instrui in quo loco ueteris uel noui testamenti habeant ierusalem luzam uel bethel dictam nisi forte templum in ea a salomone edificatum bethel fateantur appellari quod longo post i tempore constat esse factum
583,520,0.5566718062134891,pretera super illud genesis reuersus est abraham per iter quo uenerat in bethel dicit glossa leronimi qui locum sepe uidit bethel est ciuitacula 12 ab iherusalem lapide in tribu beniamin ad dexteram euntibus neapolim que est sychem iuxta luzam que est in tribu effraym et est huic proxima et diuisio inter tribum beniamin et effraym transit in medio,preterea super illud genesis reuersus per iter quo uenerat in bethel dicit glossa bethleem ciuitacula in tribu beniamin ad dextram euntibus neapolim
584,523,0.5864628144304604,de bethel ad 1 leucam contra aquilonem uersus rama que etiam sylo dicitur est palma delbore uxoris lapidot que iudicauit israel et barach misit ad pugnandum contra sysaram in monte thabor,de bethel 1 leuca <1 leuca> contra aquilonem uersus rama benymin est palma delbore uxoris laphidoch que iudicauit israel et mandauit barach pugnare contra sysaram in monte thabor
585,524,0.3118555150701518,de bethel 2 leucis 1 de ierusalem non longe a rama beniamin est anatoth uiculus sacerdotum modicus a quo ieremias propheta exstitit oriundus,de dio loco inter palmam delbore et ierusalem est anathot uiculus sacerdotum unde fuit ieremias oriundus
586,726,0.2337663278287191,iuxta anatoth contra orientem et austrum incipit desertum illud quod est inter ierusalem et iericho quod nunc desertum querentone dicitur et extenditur usque supra galgala et usque ad desertum contra techuam et engaddi iuxta mare mortuum,hinc adiacet desertum thecue contra orientem contra engadi et sunt ibi pascua bona contra mare mortuum
587,87,0.15964688044146605,supra mare mortuum in litore eius occidentali de segor ad 1 leucam est ascensus montis engaddi in quo aliquando inuenitur dauid latuisse cum saul eum persequeretur,ad 1 leucam est tyrus
588,526,0.2463735094061222,in circuitu montis istius et in ipso erat quondam uinea balsami sed tempore herodis magni cleopatra regina egipti in odium ipsius herodis fauente sibi antonio transtulit eam in babiloniam egipti,in engadi tamen quondam fuit ortus balsami sed modo translatus est in babiloniam egipti
589,1073,0.29549388796639775,et non colitur uinea balsami in egipto nisi a christianis et rigatur de quodam fonte in quo dicitur beata uirgo sepe puerum ihesum baptizasse,rigatur autem ortus ille de quodam fonte paruo et ubere effluente in quo beata uirgo puerum ihesum dicitur pluries balniasse et pannos eius lauisse cum esset in egipto
590,106,0.09247837157392119,hanc similiter uidi in egypto cum fuissem missus ad soldanum,aliud est castrum in colle situm similiter ualde firmum
591,539,0.5101407141269427,fecit enim me soldanus in illum duci per milites suos et tuli de ligno in bona quantitate et uidi modum balsamum colligendi et balneatus fui in fonte de quo irrigatur in quo beata uirgo sepe puerum ihesum lauit,mandauit enim me soldanus babyblonie in illum duci per milites suos et tuli de ligno balsami in bona quantitate
592,544,0.5448452634312154,dixerunt mihi cultores orti quod boues qui trahunt aquam pro irrigando orto a meridie diei sabbati usque in diem lune numquam trahere uolunt aquam propter celebritatem diei dominice etiam si conciderentur,dixerunt mihi cultores eiusdem orti quod boues qui trahunt aquam de ipso fonte a meridie diei sabati usque ad ortum solis die lune ullomodo trahere uolunt aquam etsi occiderentur
593,545,0.627039197120715,habet in longitudine quantum bis iacere potest arcus in latitudine iactum lapidis manualis,habet autem in longitudine quantum bis iacere potest arcus in latitudine uero iactum lapidis manualis et dicitur esse dimidius mansus folia in modum ruthe habet sed lucidiora parum
594,1069,0.1533790965616049,lignum uero altum fuit ad duas palmas habens folia sicut ruta sed multo clariora,erat autem eo tempore cum essem ibi scilicet in festo michelis lignum balsami satis humile scilicet palme et dimidie in altitudine habens folia modica sicut rutha sed parum albiora et tuli de ipso ligno in bona quantitate mecum
595,527,0.3699830990581929,sunt tamen adhuc surculi uinearum ualde nobiles in engaddi sed non colunt eos sarraceni et christiani non habitant ibi qui colere possint eos,sunt tamen adhuc ibi uinee ualde bone sed non colunt eas sarraceni et christiani non habitant ibi in locis tutissimis engadi quondam latuisse dicitur dauid et uiri eius
596,525,0.1730860224159905,sub engaddi iuxta mare mortuum sunt arbores pulcherime sed fructus earum quando discerpitur intus fauilla et cinere plenus inuenitur,in littore occidentali maris mortui 5 leucis de iericho est sangor opidum sub monte engadi amenum nimis ubi crescunt pona et fructus pulcherrimi sed intus plena fauilla et
597,528,0.42561142922433237,montes engaddi alti sunt ualde et sunt mirabilis dispositionis prerupti rupibus et uallibus ita quod non uidi similes,et sunt in rei ueritates ibi montes mirabilis disposicionis prerupti rupibus et uallibus que etiam uidentibus horrorem incutiunt
598,528,0.40489285683992743,qui etiam uidentibus incutiunt horrorem,et sunt in rei ueritates ibi montes mirabilis disposicionis prerupti rupibus et uallibus que etiam uidentibus horrorem incutiunt
599,530,0.779291370166216,de iericho 4 leucis contra occidentem uia que ducit in iherusalem ad sinistram quarentone est castrum adunim ubi ille qui descendit ab ierusalem in iericho incidit in latrones,item de iericho 4 leucis contra occidentem uia que ducit in ierusalem ad sinistram deserti quarentene est casale adonyum ubi ille qui descendit ab ierusalem in iericho incidit in latrones
600,531,0.5012987957128956,quod modernis temporibus multis contingit ibidem et ab effusione frequenti sanguin[i]s locus ille nomen accepit,quod et modernis diebus multis contigit ibidem et effusione frequenti sanguinis locus idem rodeburg appellatur
601,532,0.6561101986956696,est enim horribilis uisu et periculosus ualde nisi aliquis uadat sub conductu,est enim horribilis uisu et periculosus ualde nisi procedat aliquis cum ducato
602,533,0.38606845384728145,de adunim 2 leucis contra occidentem est bahurim de tribu beniamin de quo fuit semei filius iemini qui maledixit dauid quando fugit a facie absalon ut dicitur 2 regum et est castrum ualde pulchrum et in monte alto situm,bachurim inde 2 leucis contra occidentem est bachurim de quo fuit semey qui maledixit dauidem cum fugeret a facie absolon filii sui et est in alto monte situm in tribu benyamin
603,271,0.10678338778040516,subtus uero in ualle contra orientem in uia regia de adunim est lapis qui uocatur boeni filii ruben magnus in modum clybani et uidetur esse marmor,ante capharnaum in uia regia que ducit ad occidentem que eciam uia maris dicitur est usque hodie locus ubi sedit matheus ad theoloneum
604,534,0.35059668412653844,de bahurim contra occidentem quantum bis iacere potest arcus modico procliuiori loco est bethania castellum marthe et marie ante cuius introitum minus quam iactus sit lapidis iuxta cysternam in campo ostenditur locus ubi domino bethaniam uenienti primo occurrit martha et postea maria ab ea uocata,bethania hinc quantum bis iacere potest arcus adiacet bethania contra ierusalem castelllum marie et marthe in eodem monte sed modico dimissius situm
605,537,0.19237443519274958,in bethania adhuc ostenditur domus symonis leprosi in qua cum eo recubuit dominus ihesu,domus etiam symonis ibidem est in qua magdalena unxit dominum
606,535,0.2131985128625301,item domus marthe in qua fuit sepius hospitatus que est hodie ecclesia in honore ipsarum facta,ibi ostenditur hodie domus earum et ecclesia in honore earum facta et mirabili pictura decorata sed sarraceni omni ymagini oculos eruerunt et in ipsa ecclesia pecora locauerunt
607,536,0.2178560802513164,item sepulchrum lazari de quo resuscitatus fuit non longe ab ecclesia ubi est facta capella marmorea ualde decens et pulchra et monumentum ipsum marmore tectum in quod etiam descendi,ostenditur ibidem sepulcrum lazari in capella quondam ualde pulcra et sumptuosa marmorea que cum ipso sepulcro multum a sarracenis honoratur
608,706,0.12308105018212012,sarraceni multum honorant sepulchrum istud propter miraculum resuscitationis a domino ibi factum,uidi ego in ecclesia illa miraculum gloriosum
609,546,0.18671789772155162,recedendo a bethania nondum uidetur ierusalem propter montem oliueti interpositum sed ascenditur primo tumor quidam terre et uidetur pars quedam ciuitatis illius dilecte cum monte syon,bethfage de bethania modico interuallo in ualle inter montem oliueti et montem offensionis est bethfage uiculus nunc desertus a sinistris uie que de bethania ducit in ierusalem in latere australi montis oliueti
610,896,0.07760941161530183,eia deus quot deuote lacrime sunt in loco illo fuse uidentes ibi exultationem uniuerse terre ciuitatem regis magni,omnes isti et alii plures habitum religiosum habent ualde et in ieiuniis et in oratione et deuocione et similibus ita se habent humiliter et deuote ita quod uidentibus esse possunt in exemplum sed sunt omnino peruersi et diuersis heresibus infecti
611,1134,0.06054035614824553,quanta erit exultatio uidere locum glorie tue bone ihesu cum locus ignominie et confusionis tue cum tanto tripudio uideatur,2 diebus steti ibi et consideraui totum locum quantum potui diligenter
612,49,0.10290192607198254,sed obmissis omnibus ad ierusalem quantocius ueniamus,prima palestina est cuius metropolis est iherusalem cum omnibus montanis suis usque ad iordanem et mare mortuum secundum limites omnes quos regnum iuda siue iherusalem continebat
613,1100,0.10454381285323626,descenditur igitur de monte et iterum ciuitas dilecta penitus occultatur,ceterum pira poma nuces cerusa prunella penitus non sunt ibi
614,546,0.32526174742201164,itur sub latere orentali montis oliueti iuxta bethfage que ad iactum lapidis dimittitur ad sinistram sub monte offensionis in ualle uiculus ualde paruus ascenditur per latus australe et gyratur mons oliueti,bethfage de bethania modico interuallo in ualle inter montem oliueti et montem offensionis est bethfage uiculus nunc desertus a sinistris uie que de bethania ducit in ierusalem in latere australi montis oliueti
615,640,0.2014157996128274,uenitur ad locum ubi dominus asinum ascendit et continuo resplendet ciuitas tota cum templo et ecclesia sancti sepulchri et ceteris locis sanctis,ecclesia sancti sepulcri ecclesia sancti sepulcri rotunda est et habet per dyametrum inter columpnas 72 pedes preter absides que habent in latitudine 30 pedes
616,838,0.0954397508952414,uenitur ergo ad descensum montis oliueti ubi turbis precedentibus et sequentibus clamantibus osanna filio dauid et letantibus de benedicto eius aduentu ipse uidens ciuitatem fleuit amarissime super illam,de montibus montes autem circa iherusalem sicut erant isti ad orientem ciuitatis contra templum erat mons oliueti maior et altior ceteris montibus qui erant circa illa
617,622,0.1023887394602034,procedamus ergo et inter locum orationis eius in agonia et locum captiuitatis eius in gethsemani transeamus torrentem cedron et sequamur si quomodo concedatur nobis uenire in golgatha ubi steterunt fixi in caute fluentes sanguine pedes eius,gethsemani iuxta capellam siue edificium quod intrasti contra orientem 50 pedes est hostium alterius ecclesie que uocatur gethsemani ubi erat ortus in quem intrauit dominus cum discipulis in latere similiter montis oliueti adherens cuidam rupi concaue de monte dependenti
618,982,0.08544146966364084,moriamur ibi cum christo ut cum ipso pariter resurgamus,si fornicatus fuerit officium et ecclesiam perdet nec cum ipso potest dispensari
619,563,0.23490948681669419,descriptio ciuitatis sancte ierusalem,de magnitudine ierusalem de magnitudine ciuitatis sancte sciendum quod secundum iosephum absque monte syon habuit ambitus ciuitatis per gyrum 33 stadia
620,548,0.5349567009260522,ierusalem igitur ciuitas dei summi de qua dicta sunt et dicuntur cotidie gloriosa sita in terra montuosa,dispositio ciuitatis ierusalem ierusalem ciuitas dei summi domina mundi de qua dicta sunt et dicuntur cottidie gloriosa sita est in terra montuosa habens per circuitum terram fertilem et bonam pre cetera preterquam contra iordanem et orientem
621,333,0.1799445719506626,montes enim sunt in circuitu eius,est autem longa ualde per longum in littore maris sita etiam sunt ibi balnea medicabilia et terra in circuitu fertilis et pinguis et crescunt ibi palme multe
622,548,0.4514745912024756,habet autem per circuitum terram fertilem et bonam preterquam contra orientem et iordanem,dispositio ciuitatis ierusalem ierusalem ciuitas dei summi domina mundi de qua dicta sunt et dicuntur cottidie gloriosa sita est in terra montuosa habens per circuitum terram fertilem et bonam pre cetera preterquam contra iordanem et orientem
623,549,0.4953366610342859,distat ab accon 36 leucis que est contra aquilonem de sobaste siue samaria 16 de sychem 13 de nazareth 27,distat autem ab achon ciuitate leucis 36 que est ipsi ad aquilonem de sebaste siue samaria 16 de sichen 13 de nazareth 54
624,550,0.7536706019670388,hee omnes sunt contra aquilonem,hec omnes sunt contra aquilonem
625,551,0.6088175229750582,de ioppe 13 hec est fere occidentalis parum tamen aquilonaris,de ioppe 13 hec est fere occidentalis declinat tamen aliquantulum ad aquilonem
626,552,1.0,de iericho 7 hec est orientalis,de iericho 7 hec est orientalis
627,553,0.788614195347217,de bethleem 2 de thecua 4 de ebron 8,de bethleem 3 de thecua 4 de ebron 8
628,550,0.3060338671650687,hee sunt contra austrum,hec omnes sunt contra aquilonem
629,556,0.8511935399957257,est autem in decliui latere montis sita dupliciter et ab austro uidelicet et ab occidente ab austro sita est in latere montis syon immo partim in ipso monte partim in eius descensu,de situ ierusalem est autem in decliui latere montis sita dupliciter et ab austro uidelicet et ab occidente habens montes in quibus quasi dependet ab austro sita est in latere montis syon ymmo partim in ipso monte partim in eius descensu
630,557,0.3432696295291973,descendit autem longitudo eius ab ipso monte syon se extendens contra aquilonem,destendit autem longitudo eius ab ipso monte se extendens contra aquilonem ad occidentem uero habet gyon et dependet ab ipso eius latitudo contra orientem usque ad torrentem cedron siue uallem iosaphat et est ciuitas bene magna et non est ut quidam fabulantur in alio loco constructa quam fuerat tempore passionis dominice argumentantes pro parte illa quod cum dominus extra porta ciuitatis passus fuerit et nunc ipse locus sit intra menia ciuitatis sit ideo in alio loco sita
631,557,0.4358499336184414,ab occidente uero habet montem syon et dependet ab ipso eius latitudo contra orientem usque ad torrentem cedron siue uallem iosaphat quod idem est,destendit autem longitudo eius ab ipso monte se extendens contra aquilonem ad occidentem uero habet gyon et dependet ab ipso eius latitudo contra orientem usque ad torrentem cedron siue uallem iosaphat et est ciuitas bene magna et non est ut quidam fabulantur in alio loco constructa quam fuerat tempore passionis dominice argumentantes pro parte illa quod cum dominus extra porta ciuitatis passus fuerit et nunc ipse locus sit intra menia ciuitatis sit ideo in alio loco sita
632,557,0.6354246674879461,et est ciuitas bene magna ut infra dicetur et non est ut quidam dicunt in alio loco sita quam fuerit tempore passionis dominice argumentantes pro parte illa quod cum dominus fuerit extra portam passus et nunc ipse locus sit intra menia ciuitatis sit ideo in alio loco sita,destendit autem longitudo eius ab ipso monte se extendens contra aquilonem ad occidentem uero habet gyon et dependet ab ipso eius latitudo contra orientem usque ad torrentem cedron siue uallem iosaphat et est ciuitas bene magna et non est ut quidam fabulantur in alio loco constructa quam fuerat tempore passionis dominice argumentantes pro parte illa quod cum dominus extra porta ciuitatis passus fuerit et nunc ipse locus sit intra menia ciuitatis sit ideo in alio loco sita
633,558,0.8800540533265304,isti nesciunt quid loquantur et uolunt ea scire que non uiderunt,isti nesciunt quid locuntur et uolunt ea scire que non uiderunt
634,559,0.6307756778850943,situs enim huius ciuitatis talis est et semper fuit quod manente templo domini intra muros ciuitatis stultum fuisset immo omnino impossibile eam ad locum alium transferre propter locorum munitionem ex omni parte cum similem munitionem non posset habere alibi ullomodo,situs enim huius ciuitatis talis est et semper fuit quod manente templo domini intra muros stultum fuisse ymmo stultissimum propter locorum municionem eam ad alium locum transferire cum similem municionem non posset habere ullomodo
635,560,0.9051924957790664,est tamen in rei ueritate in latitudine ampliata et non in longitudine sed manet tota ciuitas antiqua cum monte syon intra muros et habitatur,est tamen in rei ueritate in latitudine amplificata et non in longitudine sed manet tota ciuitas antiqua cum monte syon intra muros et inhabitatur
636,561,0.7541373055518928,sed nunc hoc tempore pauci admodum sunt habitatores pro tante capacitate ciuitatis quia habitatores eius sunt quasi continue in timore,sed nunc tempore ibi pauci sunt habitatores pro tanta capacitate ciuitatis quia habitatores eius sunt continue in timore
637,81,0.17753517199870172,dispositionem tamen eius antiquam quantum fuit possibile indagaui,quamuis autem singulariter dicatur puteus sunt tamen 4 eiusdem structure et dispositionis non tamen eiusdem quantitatis
638,575,0.6210853420535191,erat quidem antiquitus <mons> sicut et hodie mons syon pro parte supereminens ciuitati capax ualde qui etiam per se satis magnam uidetur posse facere ciuitatem,de monte syon erat quidam antiquitus mons sicud et hodie est ab australi parte supereminens ciuitati capax ualde qui etiam per se satis magnam sufficeret facere ciuitatem
639,576,0.7208405236398465,qui mons initium habens a porta aquarum siue fontis syloe contra orientem facit semicirculum per circuitum contra austrum usque ad occidentem ubi erat turris dauid,qui mons initium habens a porta aquarum siue fontis syloe contra orientem facit semicirculum contra austrum per circuitum usque ad occidentem ubi erat turris dauid et erat per totum istum circuitum rupes prerupta que appellabatur mello circa quam leguntur reges iuda plurimum laborasse
640,576,0.49212411378059523,et erat per totum istum semicirculum rupes prerupta et arcus istius semicirculi similiter qui appellabatur mello circa cuius repletionem circa montem syon et ciuitatem inferiorem leguntur reges iuda plurimum laborasse,qui mons initium habens a porta aquarum siue fontis syloe contra orientem facit semicirculum contra austrum per circuitum usque ad occidentem ubi erat turris dauid et erat per totum istum circuitum rupes prerupta que appellabatur mello circa quam leguntur reges iuda plurimum laborasse
641,577,0.914758823516528,turris uero dauid sita erat in quodam colle ipsius prerupte rupis competenter eminenti et uorago ipsa que uenit a parte australi montis syon cingens eam usque ad occidentem ubi tetigit rupem turris dauid statim curuabatur inclinando se ab occidente contra orientem gyrans ipsam turrim,turris uero dauid sita erat in quodam collo ipsius prerupte rupis competenter eminenti et uorago ipsa que uenit a parte australi montis eiusdem cingens eam usque ad occidentem ubi tetigit rupem turris dauid statim incuruabatur inclinando se ab occidente contra orientem gyrans ipsam turrem
642,578,0.7835630679278924,et ita erat turris in rupe et in quodam angulo uoraginis illius constituta,et ita erat turris in rupe et in quodam angulo constituta
643,579,0.2843139146454048,uallis autem siue uorago que ipsam cingebat diuidebatur in duas ualles profundas quarum una procedebat contra aquilonem alia contra orientem,uallis autem siue uorago que ipsam cingebat descendebat iterum ab aquilonale montis syon separans ab ipso inferiorem ciuitatem usque ad latus australe montis moria in quo templum domini situm erat ubi nunc est et tunc fuit porta aquarum
644,578,0.23948913334090582,et iste due ualles faciebant alium angulum oppositum angulo in quo erat turris dauid sita et iste angulus erat de ciuitate inferiori sicut infra dicetur,et ita erat turris in rupe et in quodam angulo constituta
645,579,0.3225917692937534,uallis igitur illa que de turri dauid descendebat in preceps contra orientem descendebat utique in latere aquilonali montis syon usque ad montem moria in quo erat templum separans a monte syon ipsum montem moria et totam inferiorem ciuitatem,uallis autem siue uorago que ipsam cingebat descendebat iterum ab aquilonale montis syon separans ab ipso inferiorem ciuitatem usque ad latus australe montis moria in quo templum domini situm erat ubi nunc est et tunc fuit porta aquarum
646,579,0.2549194398310219,et descendebat uorago ista adhuc ultra usque in torrentem cedron per locum ubi nunc est porta aquarum inter montem syon et palacium salomonis quod edificatum fuit in parte australi montis moria,uallis autem siue uorago que ipsam cingebat descendebat iterum ab aquilonale montis syon separans ab ipso inferiorem ciuitatem usque ad latus australe montis moria in quo templum domini situm erat ubi nunc est et tunc fuit porta aquarum
647,582,0.18250090619505877,et ita uorago ista antiquitus ex omni parte cingebat montem syon,ab ista ualle siue uoragine bono interuallo a turre dauid contra occidentem erat procedens alia uorago habens a parte occidentis altam rupem similiter eminentem super quam murus ciuitatis erat edificatus que cingebat ciuitatem a parte occidentis
648,580,0.5499555160760989,hec erat ciuitas dauid,et est ibi diuisio inter montem syon hec erat ciuitas dauid
649,581,0.20572280384596944,uerum nunc uorago ista tota est repleta,uorago illa nunc repleta est sed adhuc possunt uestigia eius in aliquibus locis deprehendi
650,581,0.3421778366377906,possunt tamen adhuc eius uestigia aliqualiter deprehendi,uorago illa nunc repleta est sed adhuc possunt uestigia eius in aliquibus locis deprehendi
651,582,0.2814287770653836,secunda uorago siue uallis que diuidebatur ab ista sub turre dauid sicut dictum est supra procedebat contra aquilonem et faciebat fossatum ciuitatis a parte occidentis circa totam longitudinem ciuitatis usque in finem eius in parte aquilonis,ab ista ualle siue uoragine bono interuallo a turre dauid contra occidentem erat procedens alia uorago habens a parte occidentis altam rupem similiter eminentem super quam murus ciuitatis erat edificatus que cingebat ciuitatem a parte occidentis
652,583,0.3647366677946472,et supra eam per totum erat interius rupes eminens quem iosephus appellat acram super quam erat murus ciuitatis positus qui cingebat ab occidente ciuitatem usque ad portam effraym et ibi curuabatur iterum contra orientem usque ad portam anguli que erat constituta in angulo ciuitatis qui erat contra angulum aquilonis et orientis,qui murus incipiebat sub monte syon a parte aquilo[nal]is et procedebat contra aquilonem usque ad portam effraym et ibi curuabatur contra orientem usque ad portem anguli et iterum curuabatur contra austrum per portam sterquilinii et uallis et ante atrium templi transiens domum regis usque ad portam uallis fontis syloem
653,583,0.30870672109241193,et ibi iterum murus curuabatur de aquilone per orientem contra austrum extra aream templi includens illam et domum regis et portam fontis siue aquarum iuxta montem syon ad orientem,qui murus incipiebat sub monte syon a parte aquilo[nal]is et procedebat contra aquilonem usque ad portam effraym et ibi curuabatur contra orientem usque ad portem anguli et iterum curuabatur contra austrum per portam sterquilinii et uallis et ante atrium templi transiens domum regis usque ad portam uallis fontis syloem
654,584,0.7706099685399219,et iste erat totus ambitus ciuitatis,et ille erat totus ambitus ciuitatis
655,585,0.31280620151313826,rupes autem illa supra quam ut dictum est ante ex parte occidentis erat murus ciuitatis edificatus erat eminens ualde et maxime in angulo ubi occidentalis pars muri coniungebatur cum aquilonali,de parte occidentali rupes autem predicta supra quam ut dictum est erat murus ciuitatis edificatus a parte occidentis erat uehementer alta et de ea dependebat latitudo ciuitatis inclinans se paulatim usque ad murum orientalem ciuitatis que erat supra torrentem cedron ubi ciuitas ipsa erat plurimum tunc et est hodie dimissa unde et ibi sordes ciuitatis per portam sterquilinii egrediebantur et descendebant in torrentem cedron
656,106,0.1450358927348215,ille enim locus erat magis eminens et ibi erat edificata turris que dicebatur nebulosa et castellum ualde firmum cuius adhuc ruine sunt ibi,aliud est castrum in colle situm similiter ualde firmum
657,594,0.11159142264496073,et uidetur inde tota arabia et iordanis et mare mortuum et alia loca multa quamuis quidam uelint dicere quod turris nebulosa fuerit iuxta templum quod oportunitas loci et decliuitas non admittit,huic adheret turris ananeel in parte aquilonali que etiam nebulosa siue turris afel dicitur
658,585,0.6280368587291293,de ista rupe ex parte occidentis ut dictum est uehementer alta dependebat latitudo ciuitatis inclinans se paulatim usque ad murum orientalem qui erat super torrentem cedron ubi ciuitas ipsa erat tunc et est hodie dimissior,de parte occidentali rupes autem predicta supra quam ut dictum est erat murus ciuitatis edificatus a parte occidentis erat uehementer alta et de ea dependebat latitudo ciuitatis inclinans se paulatim usque ad murum orientalem ciuitatis que erat supra torrentem cedron ubi ciuitas ipsa erat plurimum tunc et est hodie dimissa unde et ibi sordes ciuitatis per portam sterquilinii egrediebantur et descendebant in torrentem cedron
659,825,0.4286863847293224,unde et ibi sordes ciuitatis per portam sterquilinii defluebant in torrentem cedron,porta sterquilini quinta porta erat ab ista contra orientem similiter supra torrentem cedron dicta porta sterquilini quia tempore pluuie sordes ciuitatis descendebant per eam in torrentem cedron
660,586,0.7679190192453118,extra uoraginem autem siue uallem sepius supra dictam ex parte occidentis ad sinistram exeuntibus de porta ueteri siue iudiciaria fuit dominus crucifixus et post passionem eius longo tempore uorago illa repleta est et murus alius circumductus a turre dauid usque ad portam effraym que nunc beati stephani appellatur,golgata extra uoraginem autem siue uallem supra dictam ex parte occidentis extra portam ueterem siue iudiciariam fuit dominus crucifixus et post passionem eius longo tempore uorago illa repleta est et murus alius circumductus a turre dauid usque ad portam effraym que nunc porta sancti steffani dicitur
661,587,0.7246775796560518,uides itaque quod ab austro mons syon ab occidente uero rupes illa que erat pars montis syon qui contra occidentem in latitudine plurimum se extendit supereminebant urbi et sub ipsis duobus contra orientem et aquilonem tota ciuitas quasi in decliui montis latere dependenbat,uides igitur quod ab austro mons syon ab occidente uero rupes illa que erat pars montis gyon qui extra occidentem in latitudine se plurimum extendebat supereminebat urbi et sub ipsis duobus montibus contra orientem tota ciuitas quasi in decliui latere montis dependebat
662,588,0.6458241634100349,item mons moria in quo templum domini et palacium regis edificata erant aliquantulum erat altior ciuitate quod patet ex situ templi et atriorum secundum quod iosephus dicit et describuntur singula in hystoriis,de monte moria item mons moria in quo templum domini et palacium regis edificata fuerant aliquantulum erat altior inferiori ciuitate quod patet ex situ templi et atriorum secundum quod nunc omnia sunt complanata et fere demissiora tota ciuitate
