,original,processed
164,rupes autem illa supra quam ut dictum est ante ex parte occidentis erat murus civitatis edificatus erat eminens valde et maxime in angulo ubi occidentalis pars muri coniungebatur cum aquilonali ille enim locus erat magis eminens et ibi erat edificata turris que dicebatur nebulosa et castellum valde firmum cuius adhuc ruine sunt ibi et videtur inde tota arabia et iordanis et mare mortuum et alia loca multa quamvis quidam velint dicere quod turris nebulosa fuerit iuxta templum quod oportunitas loci et declivitas non admittit de ista rupe ex parte occidentis ut dictum est vehementer alta dependebat latitudo civitatis inclinans se paulatim usque ad murum orientalem qui erat super torrentem cedron ubi civitas ipsa erat tunc et est hodie dimissior unde et ibi sordes civitatis per portam sterquilinii defluebant in torrentem cedron,rupes autem ila supra quam ut dictum est ante ex parte occidentis erat murus ciuitatis edificatus erat eminens ualde et maxime in angulo ubi occidentalis pars muri coniungebatur cum aquilonali ile enim locus erat magis eminens et ibi erat edificata turris que dicebatur nebulosa et castelum ualde firmum cuius adhuc ruine sunt ibi et uidetur inde tota arabia et iordanis et mare mortuum et alia loca multa quamuis quidam autint dicere quod turris nebulosa fuerit iuxta templum quod oportunitas loci et decliuitas non admitit de ista rupe ex parte occidentis ut dictum est uehementer alta dependebat latitudo ciuitatis inclinans se paulatim usque ad murum orientalem qui erat super torrentem cedron ubi ciuitas ipsa erat tunc et est hodie dimissior unde et ibi sordes ciuitatis per portam sterquilinii defluebant in torrentem cedron
165,extra voraginem autem sive vallem sepius supra dictam ex parte occidentis ad sinistram exeuntibus de porta veteri sive iudiciaria fuit dominus crucifixus et post passionem eius longo tempore vorago illa repleta est et murus alius circumductus a turre david usque ad portam effraym que nunc beati stephani appellatur vides itaque quod ab austro mons syon ab occidente vero rupes illa que erat pars montis syon qui contra occidentem in latitudine plurimum se extendit supereminebant urbi et sub ipsis duobus contra orientem et aquilonem tota civitas quasi in declivi montis latere dependenbat,extra uoraginem autem siue ualem sepius supra dictam ex parte occidentis ad sinistram exeuntibus de porta ueteri siue iuditiaria fuit dominus crucifixus et post passionem eius longo tempore uorago ila repleta est et murus alius circumductus a turre dauid usque ad portam efraim que nunc beati stepani appelatur uides itaque quod ab austro mons sion ab occidente uero rupes ila que erat pars montis sion qui contra occidentem in latitudine plurimum se extendit supereminebant urbi et sub ipsis duobus contra orientem et aquilonem tota ciuitas quasi in decliui montis latere dependenbat
166,item mons moria in quo templum domini et palacium regis edificata erant aliquantulum erat altior civitate quod patet ex situ templi et atriorum secundum quod iosephus dicit et describuntur singula in hystoriis que loca nunc omnino sunt complanata et fere dimissiora tota civitate depositus enim fuit mons templi per romanos et missus in torrentem cedron cum omnibus ruinis templi et atriorum quod hodie palam est videre area vero templi quadrata est habens in longitudine et latitudine plusquam iacere possit arcus templum vero quod nunc in ea edificatum est adheret muro civitatis fere quod non fecit verum et antiquum templum quia quatuor atria erant intermedia sed modo non distat a muro torrenti cedron imminenti nisi forte pedibus,item mons moria in quo templum domini et palacium regis edificata erant aliquantulum erat altior ciuitate quod patet ex situ templi et atriorum secundum quod iosepus dicit et describuntur singula in historiis que loca nunc omnino sunt complanata et fere dimissiora tota ciuitate depositus enim fuit mons templi per romanos et missus in torrentem cedron cum omnibus ruinis templi et atriorum quod hodie palam est uidere area uero templi quadrata est habens in longitudine et latitudine plusquam iacere possit arcus templum uero quod nunc in ea edificatum est adheret muro ciuitatis fere quod non fecit uerum et antiquum templum quia quatuor atria erant intermedia sed modo non distat a muro torrenti cedron iminenti nisi forte pedibus
167,non longe ab area templi contra aquilonem scilicet minus quam iactus sit lapidis est porta vallis quia per eam descendebatur in vallem iosaphat dicebatur etiam porta gregis quia per eam introducebantur greges immolandi in templo huic adherebat turris quam quidam putabant turrim nebulosam vel anancelis sed erat turris phaselus cuius adhuc apparent vestigia,non longe ab area templi contra aquilonem scilicet minus quam iactus sit lapidis est porta ualis quia per eam descendebatur in ualem iosapat dicebatur etiam porta gregis quia per eam introducebantur greges imolandi in templo huic adherebat turris quam quidam putabant turrim nebulosam aut anancelis sed erat turris paselus cuius adhuc apparent uestigia
168,intrantibus autem portam vallis sive gregis statim ad sinistram iuxta aream templi occurrit piscina probatica in qua nazarei lavabant hostias et sic eas sacerdotibus presentabant in templo offerendas hec adhuc ubi porticus habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum,intrantibus autem portam ualis siue gregis statim ad sinistram iuxta aream templi occurrit piscina probatica in qua nasarei lauabant hostias et sic eas sacerdotibus presentabant in templo oferendas hec adhuc ubi porticus habuisse ostenditur in quibus secundum iohannem iacebant infirmi exspectantes aque motum
169,ad dextram vero vie predictam portam intrantibus in ecclesia sancte anne ostenditur alia piscina grandis que dicebatur piscina interior quam fecit ezechias hoc modo obcuravit superiorem fontem aquarum gyon et avertit aquas eius subter ad occidentem urbis david per vallem paulo ante dictum incidens ferre petram sicut dicitur ecc et inducens aquas per medium civitatis in piscinam istam ut in obsidione haberet aquam populus ad bibendum et eos non possent assyrii prophentii prohibere,ad dextram uero uie predictam portam intrantibus in ecclesia sancte anne ostenditur alia piscina grandis que dicebatur piscina interior quam fecit esecias hoc modo obcurauit superiorem fontem aquarum gion et auertit aquas eius subter ad occidentem urbis dauid per ualem paulo ante dictum incidens ferre petram sicut dicitur ecc et inducens aquas per medium ciuitatis in piscinam istam ut in obsidione haberet aquam populus ad bibendum et eos non possent assirii propentii prohibere
170,fontem vero aquarum gyon inferiorem qui non longe distabat ab agro fullonis duxit in superiorem que est supra natatoriam syloe hoc achar inceperat sed non perfecerat de hac piscina et de hoc fonte et eius situ dictum est illud ys egredere ad extremum aqueductus piscine superioris in via agri fullonis est enim ista piscina et dicitur superior respectu natatorie syloe quia ipsa natatoria syloe de ista piscina et de fonte syloe recipit aquam tamquam inferior,fontem uero aquarum gion inferiorem qui non longe distabat ab agro fulonis duxit in superiorem que est supra natatoriam siloe hoc acar inceperat sed non perfecerat de hac piscina et de hoc fonte et eius situ dictum est ilud is egredere ad extremum aqueductus piscine superioris in uia agri fulonis est enim ista piscina et dicitur superior respectu natatorie siloe quia ipsa natatoria siloe de ista piscina et de fonte siloe recipit aquam tamquam inferior
171,et nota de diversitate istarum piscinarum et nominibus earum prima et precipua piscina in ierusalem erat piscina probatica porticus habens hanc fecit saleron pro ministerio templi de hac dictum est supra secunda fuit iuxta illam contra aquilonem in ecclesia sancte anne et dicebatur interior hanc fecit ezechias de hac dictum est paulo ante tertia erat natatoria syloe et erat sub monte oliveti et monte syon prope acheldemach et habebat aquam de fonte syloe hanc etiam fecit ezechias quarta erat superior piscina de qua dictum est hanc similiter perfecit ezechias et si alicubi invenias quod ista quarta piscina fuerit in civitate non est verum immo omnino impossibile scio quod super onus vallis visionis dicitur et legitur quod ista piscina superior fuerit in civitate et habuerit aquam de fonte syloe quod nullo modo esse potest cum civitas altior sit fonte syloe plusquam cubitis et aqua non possit per tantam altitudinem duci sursum verum tamen est quod habebat aquam de ipso fonte syloe et de fonte inferiore aquarum gyon quia extra civitatem sub ipsis fontibus non longe erat a natatoria syloe alias piscinas non legi nec vidi in ierusalem esse vel fuisse antiquitus nisi forte aliquis velit mare eneum quod in facie templi erat inter piscinas computare berkilia tamen quedam et propter balnea facta sunt modernis diebus in civitate non longe a domo patriarche et hospitalis sancti iohannis de quibus non fit mentio in scriptura,et nota de diuersitate istarum piscinarum et nominibus earum prima et precipua piscina in ierusalem erat piscina probatica porticus habens hanc fecit saleron pro ministerio templi de hac dictum est supra secunda fuit iuxta ilam contra aquilonem in ecclesia sancte anne et dicebatur interior hanc fecit esecias de hac dictum est paulo ante tertia erat natatoria siloe et erat sub monte oliueti et monte sion prope aceldemac et habebat aquam de fonte siloe hanc etiam fecit esecias quarta erat superior piscina de qua dictum est hanc similiter perfecit esecias et si alicubi inuenias quod ista quarta piscina fuerit in ciuitate non est uerum imo omnino impossibile stio quod super onus ualis uisionis dicitur et legitur quod ista piscina superior fuerit in ciuitate et habuerit aquam de fonte siloe quod nulo modo esse potest cum ciuitas altior sit fonte siloe plusquam cubitis et aqua non possit per tantam altitudinem duci sursum uerum tamen est quod habebat aquam de ipso fonte siloe et de fonte inferiore aquarum gion quia extra ciuitatem sub ipsis fontibus non longe erat a natatoria siloe alias piscinas non legi nec uidi in ierusalem esse aut fuisse antiquitus nisi forte aliquis autit mare eneum quod in facie templi erat inter piscinas computare berkilia tamen quedam et propter balnea facta sunt modernis diebus in ciuitate non longe a domo patriarce et hospitalis sancti iohannis de quibus non fit mentio in scriptura
172,vallis etiam iosaphat cingebat civitatem ex parte orientis sub monte oliveti descendens que licet adhuc sit satis profunda multum tamen est inpleta romani enim ut dicit iosephus ab ea parte civitatem oppugnantes incisis olivis et arboribus aliis et aggeres inde facientes eam impleverunt postea insuper capta civitate ruinas atriorum et templi conplanato monte moria ut de cetero locus in tantum muniri non posset helius adrianus fecit omnia proici in torrentem cedron et civitatem aspergi sale hec omnia illic existenti ad oculum patent,ualis etiam iosapat cingebat ciuitatem ex parte orientis sub monte oliueti descendens que licet adhuc sit satis profunda multum tamen est inpleta romani enim ut dicit iosepus ab ea parte ciuitatem oppugnantes incisis oliuis et arboribus aliis et aggeres inde facientes eam impleuerunt postea insuper capta ciuitate ruinas atriorum et templi conplanato monte moria ut de cetero locus in tantum muniri non posset helius adrianus fecit omnia proici in torrentem cedron et ciuitatem aspergi sale hec omnia ilic existenti ad oculum patent
173,sepulchrum enim virginis gloriose quod est in valle iosaphat non quidem in ima eius profunditate sed in pede montis oliveti parum tamen supra vallem et in superficie terre erat tempore habitationis ierusalem ante subversionem nunc est longe sub terra adeo quod ecclesia ipsa cum sit multum alta et testudinata sicut optime decet virginem gloriosam tota nunc sit sub terra et repletionibus huiusmodi omnino cooperta et vallis desuper tota plana et via sit super ipsam ecclesiam ad eundum est tamen ibidem in superficie terre quoddam edificium in modum capellule factum quod cum intraveris descendes per gradus plurimos sub terram in ecclesiam ipsam ad sepulchrum virginis gloriose et credo quod sunt gradus sexaginta est autem sepulchrum in medio chori contra altare marmoreum et magnifice decoratum et ego fui in ipso ecclesia tamen multum humida est interius quia torrens cedron est sub ipsa repletionibus supradictis omnino coopertus et quando fuerit inundatio pluviarum ipse torrens qui adhuc in antiquo suo meatu sub repletionibus ipsis currit erumpens replet ecclesiam in tantum quod sepe per hostium capellule superius posite per omnes gradus exuberans exit aqua,sepulcrum enim uirginis gloriose quod est in uale iosapat non quidem in ima eius profunditate sed in pede montis oliueti parum tamen supra ualem et in superficie terre erat tempore habitationis ierusalem ante subuersionem nunc est longe sub terra adeo quod ecclesia ipsa cum sit multum alta et testudinata sicut optime decet uirginem gloriosam tota nunc sit sub terra et repletionibus huiusmodi omnino cooperta et ualis desuper tota plana et uia sit super ipsam ecclesiam ad eundum est tamen ibidem in superficie terre quoddam edificium in modum capelule factum quod cum intraueris descendes per gradus plurimos sub terram in ecclesiam ipsam ad sepulcrum uirginis gloriose et credo quod sunt gradus sexaginta est autem sepulcrum in medio cori contra altare marmoreum et magnifice decoratum et ego fui in ipso ecclesia tamen multum humida est interius quia torrens cedron est sub ipsa repletionibus supradictis omnino coopertus et quando fuerit inundatio pluuiarum ipse torrens qui adhuc in antiquo suo meatu sub repletionibus ipsis currit erumpens replet ecclesiam in tantum quod sepe per hoscium capelule superius posite per omnes gradus exuberans exit aqua
174,in cimiterio vero ipsius ecclesie non longe ab eius hostio hauritur aqua ab indigenis de fonte quodam qui in noemia fons draconis appellatur ante portam vallis sive gregis ecclesia vero beate virginis lumen habet intus de fenestris suis orientalibus contra montem oliveti positis ubi bene potest sedium loci id est dispositionem accedere lux diei,in cimiterio uero ipsius ecclesie non longe ab eius hostio hauritur aqua ab indigenis de fonte quodam qui in noemia fons draconis appelatur ante portam ualis siue gregis ecclesia uero beate uirginis lumen habet intus de fenestris suis orientalibus contra montem oliueti positis ubi bene potest sedium loci id est dispositionem accedere lux diei
175,non longe ab ostio huius capellule que ducit in ecclesiam beate virginis contra orientem videlicet pedibus ut ego mensuravi est ostium alterius ecclesie que vocatur gethsemani ubi erat ortus quem intravit dominus cum discipulis suis in latere montis oliveti adherens cuidam rupi concave de monte dependenti sub qua rupe discipuli sedebant quando dixit eis dominus sedete hic donec vadam illuc et orem et ostenditur adhuc ibidem locus sessionis eorum ibidem etiam ostenditur locus in quo tentus fuit a turbis iuda eum osculo tradente et videtur impressio calvarie eius superius in rupe dependente et liniamenta verticis et capillorum eius et in lapide alio impressio digitorum eius quam impressionem dicitur fecisse rupem apprehendendo cum a turbis teneretur et nota quod de ipso lapide nec pulvis ut ita dicam deponi potest cum tamen multum laboraverim ferreis instrumentis ut inde mecum aliquid deportarem et tamen ita plane in eo videntur impressiones predicte ac si de pasca etc rupes ipsa,non longe ab ostio huius capelule que ducit in ecclesiam beate uirginis contra orientem uidelicet pedibus ut ego mensuraui est oscium alterius ecclesie que uocatur getsemani ubi erat ortus quem intrauit dominus cum discipulis suis in latere montis oliueti adherens cuidam rupi concaue de monte dependenti sub qua rupe discipuli sedebant quando dixit eis dominus sedete hic donec uadam iluc et orem et ostenditur adhuc ibidem locus sessionis eorum ibidem etiam ostenditur locus in quo tentus fuit a turbis iuda eum osculo tradente et uidetur impressio caluarie eius superius in rupe dependente et liniamenta uerticis et capilorum eius et in lapide alio impressio digitorum eius quam impressionem dicitur fecisse rupem apprehendendo cum a turbis teneretur et nota quod de ipso lapide nec puluis ut ita dicam deponi potest cum tamen multum laborauerim ferreis instrumentis ut inde mecum aliquid deportarem et tamen ita plane in eo uidentur impressiones predicte ac si de pasca etc rupes ipsa
176,de gethsemani quantum iactus est lapidis contra austrum est locus ubi avulsus ab eis oravit et factus est sudor eius sicut gutte sanguinis decurrentis in terram ubi etiam similis lapis est similes impressiones habens genuum et manuum eius de quo similiter nichil deponi potest,de getsemani quantum iactus est lapidis contra austrum est locus ubi auulsus ab eis orauit et factus est sudor eius sicut gute sanguinis decurrentis in terram ubi etiam similis lapis est similes impressiones habens genuum et manuum eius de quo similiter nicil deponi potest
177,inter hunc locum et gethsemani ante ecclesiam beate virginis transit via qua ascenditur in montem oliveti et inde in bethaniam et ad iordanem,inter hunc locum et getsemani ante ecclesiam beate uirginis transit uia qua ascenditur in montem oliueti et inde in betaniam et ad iordanem
178,de loco orationis domini ihesu plusquam iactus sit lapidis contra austrum in oppositio templi et in pede montis oliveti in valle iosaphat ostenditur hodie monumentum iosaphat regis iuda habens superpositam pyramidem valde pulchram,de loco orationis domini iesu plusquam iactus sit lapidis contra austrum in oppositio templi et in pede montis oliueti in uale iosapat ostenditur hodie monumentum iosapat regis iuda habens superpositam piramidem ualde pulcram
179,sub monte syon contra regiam salomonis in occidentali latere vallis iosaphat est fons syloe de quo per aqueductum fluit aqua in piscinam superiorem et in natatoriam syloe quando fons idem habundat aquis non enim fluit iugiter sed interpolite ambe autem iste piscine sunt in pede montis syon inter ipsum et acheldemach qui est ad austrum earum site,sub monte sion contra regiam salomonis in occidentali latere ualis iosapat est fons siloe de quo per aqueductum fluit aqua in piscinam superiorem et in natatoriam siloe quando fons idem habundat aquis non enim fluit iugiter sed interpolite ambe autem iste piscine sunt in pede montis sion inter ipsum et aceldemac qui est ad austrum earum site
180,accedit insuper ad has piscinas etiam aqua de fonte gyon inferiore qui oritur sub agro fullonis iuxta locum ubi stetit rapsates quando exprobravit domino audiente populo super murum,accedit insuper ad has piscinas etiam aqua de fonte gion inferiore qui oritur sub agro fulonis iuxta locum ubi stetit rapsates quando exprobrauit domino audiente populo super murum
181,iuxta piscinas istas ad iactum lapidis ultra vallem in parte eius australi est ager acheldemach ubi est sepultura peregrinorum emptus argenteis quibus iudas vendidit salvatorem multa sunt in agro isto monumenta preciosa,iuxta piscinas istas ad iactum lapidis ultra ualem in parte eius australi est ager aceldemac ubi est sepultura peregrinorum emptus argenteis quibus iudas uendidit saluatorem multa sunt in agro isto monumenta pretiosa
182,infra piscinas istas et agrum acheldemach contra orientem descendit torrens cedron collectis insimul omnibus aquis quas secum trahit de partibus superioribus scilicet de rama et anachot et sepulchro helene iabenorum et longe sub sepulchro beate virginis auditur strepitus eius sub terra descendentis ad locum istum iunguntur ei insuper aque exeuntes de piscins istis et sic omnes descendunt in vallem gehennom que dicitur etiam locus tophet in qua valle est lapis zoeleth et fons rogel ubi adonias fecit convivium volens regnare ibidem etiam sepultus fuit ysayas propheta qui iuxta fontem syloe serra fuit sectus qui locus distat ab isto plusquam iacere possit arcus et sunt loca ista amenissima et orti et viridaria et omnino deliciis plena et torrens cedron rigat loca ista super hunc locum est mons offensionis et lucus fuit in valle ista et traiciebant filios suos per ignem et colebant ydola in loco isto hec de hiis que sunt circa civitatem dicta sufficient,infra piscinas istas et agrum aceldemac contra orientem descendit torrens cedron colectis insimul omnibus aquis quas secum trahit de partibus superioribus scilicet de rama et anacot et sepulcro helene iabenorum et longe sub sepulcro beate uirginis auditur strepitus eius sub terra descendentis ad locum istum iunguntur ei insuper aque exeuntes de piscins istis et sic omnes descendunt in ualem gehennom que dicitur etiam locus topet in qua uale est lapis soelet et fons rogel ubi adonias fecit conuiuium uolens regnare ibidem etiam sepultus fuit isaias propeta qui iuxta fontem siloe serra fuit sectus qui locus distat ab isto plusquam iacere possit arcus et sunt loca ista amenissima et orti et uiridaria et omnino deliciis plena et torrens cedron rigat loca ista super hunc locum est mons ofensionis et lucus fuit in uale ista et traiciebant filios suos per ignem et colebant idola in loco isto hec de hiis que sunt circa ciuitatem dicta suficient
183,nunc iam ad eam interius accedamus nota igitur quod loca multa sancta sunt in civitate ista et tot loca devotionem excitantia quod dies non sufficit ad peragrandum singula,nunc iam ad eam interius accedamus nota igitur quod loca multa sancta sunt in ciuitate ista et tot loca deuotionem excitantia quod dies non suficit ad peragrandum singula
184,ecclesia tamen sancti sepulchri tenet inter omnia hec principatum ecclesia ista rotunda est et habet per dyametrum inter columpnas pedes preter absides que habent per circuitum a muro exteriori ecclesie pedes super sepulchrum domini quod est in medio eiusdem ecclesie est apertura rotunda ita ut tota cripta sancti sepulchri sit sub divo golgothana ecclesia adheret isti et est oblongo loco chori ecclesie sancti sepulchri adiuncta sed parum dimissior sed tamen ambe sub uno tecto,ecclesia tamen sancti sepulcri tenet inter omnia hec principatum ecclesia ista rotunda est et habet per diametrum inter columpnas pedes preter absides que habent per circuitum a muro exteriori ecclesie pedes super sepulcrum domini quod est in medio eiusdem ecclesie est apertura rotunda ita ut tota cripta sancti sepulcri sit sub diuo golgotana ecclesia adheret isti et est oblongo loco cori ecclesie sancti sepulcri adiuncta sed parum dimissior sed tamen ambe sub uno tecto
185,spelunca in qua est sepulchrum domini habet in longitudine pedes et in latitudine similiter pedes exterius undique tecta marmore sed interius est rupes nuda sicut fuit tempore sepulture hostium ad hanc speluncam intrat ab oriente dimissum valde et parvum,spelunca in qua est sepulcrum domini habet in longitudine pedes et in latitudine similiter pedes exterius undique tecta marmore sed interius est rupes nuda sicut fuit tempore sepulture hoscium ad hanc speluncam intrat ab oriente dimissum ualde et paruum
186,tumba vero sancti sepulchri est ad dextram intrantis iuxta parietem ad septentrionem de marmore grisei coloris alta a superficie pavimenti palmis longa pedum sicut est interius ipsa cripta sive spelunca et ex omni parte clausa nec lumen potest haberi intus ab extrinseco quia nulla fenestra est mittens lumen intus sed pendent lampades super sepulchrum domini ministrantes lumen intus alia etiam spelunca est ante speluncam istam sancti sepulchri eiusdem longitudinis et latitudinis et dispositionis intus et extra et videntur iste due extra existenti esse una sed cum intraveris videbis eas ab invicem per medium parietem separatas intratur autem primo ista et deinde alia in qua est sepulchrum in istam exteriorem intraverunt mulieres quando dicebant quis revolvet nobis lapidem et c et iste lapis erat advolutus hostio spelunce exterioris et iacet hodie magna pars eius ante ostium spelunce exti interioris cui fuerat advolutus in medio istius alia vero pars eius translata est in montem syon pro lapide superponendo altari quem etiam ibidem vidi,tumba uero sancti sepulcri est ad dextram intrantis iuxta parietem ad septentrionem de marmore grisei coloris alta a superficie pauimenti palmis longa pedum sicut est interius ipsa cripta siue spelunca et ex omni parte clausa nec lumen potest haberi intus ab extrinseco quia nula fenestra est mitens lumen intus sed pendent lampades super sepulcrum domini ministrantes lumen intus alia etiam spelunca est ante speluncam istam sancti sepulcri eiusdem longitudinis et latitudinis et dispositionis intus et extra et uidentur iste due extra existenti esse una sed cum intraueris uidebis eas ab inuicem per medium parietem separatas intratur autem primo ista et deinde alia in qua est sepulcrum in istam exteriorem intrauerunt mulieres quando dicebant quis reuoluet nobis lapidem et c et iste lapis erat aduolutus hostio spelunce exterioris et iacet hodie magna pars eius ante oscium spelunce exti interioris cui fuerat aduolutus in medio iscius alia uero pars eius translata est in montem sion pro lapide superponendo altari quem etiam ibidem uidi
187,mons calvarie in quo dominus crucifixus est distat a loco sepulchri per pedes et ascenditur ad locum ubi crux infixa fuit rupi per pedes a superficie pavimenti ecclesie scissio petre eiusdem in qua crux fuit fixa tante capacitatis est ut caput hominis recipiat nam ego in ea imposui caput meum et descendit longitudo eius de loco fixionis crucis usque ad pavimentum ecclesie inferius per pedes et color sanguinis domini ihesu christi apparet hodie in ipsa scissione petre et scissio ipsa erat sub manu eius sinistra altare etiam edificatum est iuxta eundem locum manus sinistre valde decens et pulchrum de marmore ego dixi missam de passione et legi passionem secundum iohannem in missa in loco ipso passionis christi pavimentum huius capelle staratum est marmore totum et parietes marmore sunt tecti et opere musivo decorati de auro purissimo locus vero in quo crux fuit fixa est fossa profunda palmis et ita capax quod in ea imposui caput meum,mons caluarie in quo dominus crucifixus est distat a loco sepulcri per pedes et ascenditur ad locum ubi crux infixa fuit rupi per pedes a superficie pauimenti ecclesie scissio petre eiusdem in qua crux fuit fixa tante capacitatis est ut caput hominis recipiat nam ego in ea imposui caput meum et descendit longitudo eius de loco fixionis crucis usque ad pauimentum ecclesie inferius per pedes et color sanguinis domini iesu cristi apparet hodie in ipsa scissione petre et scissio ipsa erat sub manu eius sinistra altare etiam edificatum est iuxta eundem locum manus sinistre ualde decens et pulcrum de marmore ego dixi missam de passione et legi passionem secundum iohannem in missa in loco ipso passionis cristi pauimentum huius capele staratum est marmore totum et parietes marmore sunt tecti et opere musiuo decorati de auro purissimo locus uero in quo crux fuit fixa est fossa profunda palmis et ita capax quod in ea imposui caput meum
188,de calvaria contra orientem pedibus est altare quoddam sub quo est pars columpne ad quam fuit dominus flagellatus illuc translata de domo pylati et sub lapide altaris erecta ita ut a fidelibus possit tangi et videri et osculari est autem de lapide porphiricico sub nigro habens maculas quasdam rubeas naturaliter quas credit vulgus tincturas esse sanguinis ihesu christi alia pars columpne dicitur translata esse in constantinopolim,de caluaria contra orientem pedibus est altare quoddam sub quo est pars columpne ad quam fuit dominus flagelatus iluc translata de domo pilati et sub lapide altaris erecta ita ut a fidelibus possit tangi et uideri et osculari est autem de lapide porpiricico sub nigro habens maculas quasdam rubeas naturaliter quas credit uulgus tincturas esse sanguinis iesu cristi alia pars columpne dicitur translata esse in constantinopolim
189,de altari columpne huius contra orientem ad pedes descenditur per gradus usque ad locum ubi ab helena fuit crux inventa et est capella ibi et duo altaria longe infra terram iste locus in quo crux fuit de fossa videtur mihi fuisse unum de fossatis civitatis in quod cruces depositis corporibus misse fuerit et desuper sordes civitatis comportate donec per helenam loco mundato crux est inventa prope civitatem enim erat locus passionis et ortus in loco illo,de altari columpne huius contra orientem ad pedes descenditur per gradus usque ad locum ubi ab helena fuit crux inuenta et est capela ibi et duo altaria longe infra terram iste locus in quo crux fuit de fossa uidetur mii fuisse unum de fossatis ciuitatis in quod cruces depositis corporibus misse fuerit et desuper sordes ciuitatis comportate donec per helenam loco mundato crux est inuenta prope ciuitatem enim erat locus passionis et ortus in loco ilo
190,locus vero ubi stetit beata virgo cum mulieribus aliis iuxta crucem non fuit sub ipso brachio crucis ad aquilonem sicut volunt quidam sed ante faciem filii fere ad occidentem monstratur enim locus stationis eius hodie contra faciem filii pendentis in cruce sub monte et rupe in qua crux fuit fixa et venerationi habetur a fidelibus quem etiam locum pluries vidi ipse etiam christus in cruce pendens faciem vertit contra occidentem non contra orientem ut volunt quidam quod patet ex eo quod vorago illa magna de qua dictum est supra que fuit ab occidente pro fossato civitatis erat retro crucem et in ipsam fuit crux proiecta et postmodum inventa ut dictum est paulo ante multa altaria sunt in ecclesia ista et decenter posita et ornata,locus uero ubi stetit beata uirgo cum mulieribus aliis iuxta crucem non fuit sub ipso bracio crucis ad aquilonem sicut uolunt quidam sed ante faciem filii fere ad occidentem monstratur enim locus stationis eius hodie contra faciem filii pendentis in cruce sub monte et rupe in qua crux fuit fixa et uenerationi habetur a fidelibus quem etiam locum pluries uidi ipse etiam cristus in cruce pendens faciem uertit contra occidentem non contra orientem ut uolunt quidam quod patet ex eo quod uorago ila magna de qua dictum est supra que fuit ab occidente pro fossato ciuitatis erat retro crucem et in ipsam fuit crux proiecta et postmodum inuenta ut dictum est paulo ante multa altaria sunt in ecclesia ista et decenter posita et ornata
191,ante ostium occidentale huius ecclesie foris est locus ubi maria egiptiata orans ante ymaginem beate virginis cum divinitus remota fuisset volens intrare templum consolationem per responsum beate virgins recepit ambitus ecclesie sancti sepulchri intra muros habet pedes ut ego per memet ipsum mensuravi per dyametrum vero habet pedes inde procedendo contra turrim david et montem syon est locus ubi ab herode agrippa fuit lacobus apostolus decollatus deinde ascendendo in montem syon reperies domum cayphe in qua iudei christo illuserunt et locum in quo ipsum recluserunt usque mane qui locus carcer domini appellatur inde quantum iactus est lapidis contra austrum est locus ubi beatam virgo migravit et habitavit quamdiu vixit post filii ascensionem huic loco prope est cenaculum grande in quo dominus cenavit cum discipulis suis pedes eorum lavit corpus suum et sanguinem tradidit post resurrectionem aperuit pluries mathias sorte electus est spiritus sactus datus est et multa gloriosa opera sunt impleta huic loco fere ab aquilone adherent sepulchra regum iuda sicut david salomonis et aliorum partim in ipsa ecclesia montis syon constituta et nota quod civitas ierusalem sita est in loco multum eminenti et de ea videtur tota arabia et mons abarim et nebo et pascha planicies iordanis et jericho et mare mortuum usque ad petram deserti nec vidi civitatem nec locum qui pulchriorem haberet prospectum ad ipsam etiam ascenditur ab omni parte quia sita est in loco altiori qui est in terra illa preterquam sita que distat ab ea per leucas,ante oscium occidentale huius ecclesie foris est locus ubi maria egiptiata orans ante imaginem beate uirginis cum diuinitus remota fuisset uolens intrare templum consolationem per responsum beate uirgins recepit ambitus ecclesie sancti sepulcri intra muros habet pedes ut ego per memet ipsum mensuraui per diametrum uero habet pedes inde procedendo contra turrim dauid et montem sion est locus ubi ab herode agrippa fuit lacobus apostolus decolatus deinde ascendendo in montem sion reperies domum caipe in qua iudei cristo iluserunt et locum in quo ipsum recluserunt usque mane qui locus carcer domini appelatur inde quantum iactus est lapidis contra austrum est locus ubi beatam uirgo migrauit et habitauit quamdiu uixit post filii ascensionem huic loco prope est cenaculum grande in quo dominus cenauit cum discipulis suis pedes eorum lauit corpus suum et sanguinem tradidit post resurrectionem aperuit pluries matias sorte electus est spiritus sactus datus est et multa gloriosa opera sunt impleta huic loco fere ab aquilone adherent sepulcra regum iuda sicut dauid salomonis et aliorum partim in ipsa ecclesia montis sion constituta et nota quod ciuitas ierusalem sita est in loco multum eminenti et de ea uidetur tota arabia et mons abarim et nebo et pasca planicies iordanis et ierico et mare mortuum usque ad petram deserti nec uidi ciuitatem nec locum qui pulcriorem haberet prospectum ad ipsam etiam ascenditur ab omni parte quia sita est in loco altiori qui est in terra ila preterquam sita que distat ab ea per leucas
